TRAININGPACKAGE_MERCENARY	34	40	37	46	41	52	55	55	56	56	56	56	56	51	56	50	49	49	52	52	52	50	56	56	42	39	42	49	48	46	47	44	43	49	47	45	47	46	45	52	55	55	39	36	37	45	36	48	56	51	48	56	56	56	55	40	38
TRAININGPACKAGE_MERCHANT	24	24	24	24	20	20	16	20	20	16	20	20	16	20	20	20	20	20	20	20	20	20	20	20	23	23	23	23	23	20	23	17	17	23	23	23	20	23	24	16	16	16	23	26	21	16	21	23	20	20	23	20	20	20	20	23	20
TRAININGPACKAGE_PERFORMER	29	28	28	28	26	27	18	25	27	23	27	27	20	28	27	27	27	28	25	27	27	27	27	27	29	28	28	28	28	26	29	17	20	28	29	28	25	27	27	23	23	18	28	32	25	23	26	28	27	27	31	27	27	27	28	29	26
TRAININGPACKAGE_PHILOSOPHER	37	37	37	37	32	32	27	31	32	26	32	32	27	32	31	32	32	32	32	31	31	31	31	31	37	37	37	37	37	33	37	27	28	37	37	36	32	37	37	27	27	27	37	42	33	26	33	37	32	32	37	31	32	32	31	37	32
TRAININGPACKAGE_SAILOR	20	19	19	19	20	24	24	24	24	24	24	24	24	26	24	23	22	25	24	24	24	24	24	24	18	21	20	19	19	20	21	20	20	19	20	18	19	19	19	24	23	24	21	19	17	23	20	19	25	24	21	24	24	26	26	21	20
TRAININGPACKAGE_SCOUT	24	23	21	27	27	37	34	37	37	37	36	37	37	34	37	30	22	30	33	35	35	34	34	34	18	26	24	28	28	27	27	27	24	29	27	25	24	27	26	30	32	34	26	21	21	27	26	28	44	44	27	34	37	43	43	26	26
TRAININGPACKAGE_SHAMAN_PRIEST	41	39	35	40	33	31	29	31	31	30	29	31	30	31	31	31	28	31	31	31	31	31	31	31	31	33	33	33	33	32	33	30	30	33	35	35	32	33	40	30	30	29	33	45	36	33	36	33	35	31	34	31	31	31	32	33	33
TRAININGPACKAGE_SOLDIER	17	26	21	39	27	38	46	46	50	50	50	50	50	37	50	36	35	36	41	41	38	36	50	50	27	23	28	43	41	33	38	28	28	43	35	33	39	33	35	41	46	46	23	20	23	31	23	41	50	39	39	50	50	50	46	25	21
TRAININGPACKAGE_SPY	28	23	24	28	27	42	27	41	41	34	43	39	33	43	36	38	33	41	37	39	42	42	37	37	25	37	26	29	29	24	29	26	18	29	31	29	22	29	28	37	38	30	35	27	22	25	27	29	39	43	31	37	41	41	43	39	27
TRAININGPACKAGE_TRAVELLER	13	12	11	13	14	20	19	20	20	20	19	20	20	23	20	18	13	21	19	20	20	20	19	19	11	16	13	13	13	14	16	14	13	13	14	12	12	13	13	18	18	19	16	12	9	17	14	13	24	23	16	19	20	23	23	16	14
TRAININGPACKAGE_WANDERER	31	30	29	31	29	34	31	34	34	32	33	34	32	35	34	31	28	33	33	34	34	34	33	33	28	32	31	31	31	29	32	28	27	31	31	29	28	31	31	31	29	31	32	31	27	29	29	31	39	35	32	33	34	39	39	32	29
TRAININGPACKAGE_WEAPON_MASTER	38	49	47	57	50	73	73	73	73	73	73	73	73	63	73	60	60	60	64	65	65	62	73	73	53	49	53	59	59	56	56	56	53	60	56	51	56	57	47	70	73	73	49	43	47	51	45	59	73	64	57	73	73	73	73	49	49
TRAININGPACKAGE_ZEALOT	27	28	28	30	27	32	28	30	32	30	32	32	30	28	32	30	30	30	28	30	30	29	32	32	29	26	27	30	30	27	29	24	24	31	30	29	27	29	28	28	30	28	26	29	27	26	27	30	32	30	32	32	32	32	34	28	27
TRAININGPACKAGE_ADVISOR	31	30	30	31	29	31	27	29	31	29	31	31	29	31	31	29	28	29	28	31	31	31	29	29	30	29	28	31	31	29	31	27	25	31	31	31	28	31	31	27	28	27	29	33	28	28	29	31	31	34	33	29	31	31	32	31	29
TRAININGPACKAGE_ANTAGONIST	25	24	24	25	25	28	19	26	28	27	28	27	24	28	27	27	26	28	24	27	28	28	27	27	24	25	21	25	25	24	25	19	20	25	25	25	24	23	23	28	28	20	24	25	24	25	24	25	27	27	28	27	28	28	30	27	25
TRAININGPACKAGE_APOTHECARY	22	22	22	22	20	20	20	20	20	20	20	20	20	18	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22	20	20	20	20	24	22	15	22	20	20	20	20	20	20	20	20	20	20
TRAININGPACKAGE_ARCHITECT	26	26	26	26	26	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	26	25	25	26	26	26	26	25	25	26	26	26	26	26	26	25	25	25	25	26	26	24	26	26	25	25	27	25	25	25	26	26	26
TRAININGPACKAGE_ARCHAEOLOGIST	35	33	33	35	29	29	24	29	29	25	29	28	25	27	28	28	27	28	28	29	29	29	27	27	31	32	31	32	32	28	31	24	24	32	31	31	28	32	35	22	24	24	32	39	29	24	31	32	28	33	31	27	28	29	29	32	29
TRAININGPACKAGE_ARTIFICER	50	48	48	50	42	30	30	30	30	26	30	26	26	26	26	30	30	30	30	30	30	30	26	26	42	45	42	37	37	33	33	34	37	37	33	31	37	37	50	29	30	30	40	50	48	43	48	37	29	30	33	29	29	30	30	45	48
TRAININGPACKAGE_ASTRONOMER	34	34	34	34	29	29	28	29	29	29	29	29	28	27	29	27	25	27	29	29	29	29	26	26	27	30	29	30	30	30	30	30	29	29	27	25	29	30	34	28	26	28	30	33	32	24	34	30	33	29	30	28	28	35	35	30	29
TRAININGPACKAGE_CHAPLAIN	28	27	28	28	26	24	20	21	24	24	24	24	23	24	24	24	24	24	21	24	24	24	24	24	27	25	24	25	25	24	24	21	22	25	24	24	25	24	28	24	24	20	23	28	28	27	28	25	24	24	27	24	24	24	27	27	28
TRAININGPACKAGE_CLOISTERED_ZEALOT	31	31	31	29	28	28	28	30	31	31	33	33	31	33	33	31	31	31	30	29	29	29	31	31	30	29	29	30	30	28	30	25	25	30	35	30	28	30	29	27	29	28	29	33	29	27	29	30	30	31	31	31	31	31	30	30	28
TRAININGPACKAGE_COURT_MAGICIAN	50	50	47	48	44	32	28	31	32	32	32	32	29	32	31	32	32	32	31	32	32	32	27	27	38	37	37	38	38	38	38	34	37	38	35	38	38	35	49	32	32	28	37	50	50	45	48	38	31	31	39	26	31	32	33	38	45
TRAININGPACKAGE_DUELIST	24	29	28	33	33	55	57	57	57	57	57	57	57	55	57	50	50	50	53	53	53	53	58	58	34	31	33	41	40	38	38	39	37	41	40	34	38	39	30	54	57	57	31	28	30	41	25	40	57	51	40	58	57	57	57	31	31
TRAININGPACKAGE_ENGINEER	43	43	43	43	43	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	40	40	40	40	40	40	40	40	40	40	40	40	40	40	43	36	36	36	40	43	43	42	43	40	36	36	40	36	36	36	36	40	43
TRAININGPACKAGE_EXECUTIONER	24	27	25	26	27	38	38	38	40	38	40	38	40	28	40	34	32	30	32	34	36	29	40	40	27	25	25	29	29	27	27	27	25	30	28	27	27	27	25	34	40	38	25	24	25	27	25	29	38	32	30	40	38	40	42	27	27
TRAININGPACKAGE_GRAVE_ROBBER	29	21	22	27	27	35	32	31	34	32	33	33	35	35	32	32	31	33	32	34	35	31	31	31	27	33	25	27	27	25	29	27	23	27	30	27	21	27	27	30	32	33	31	29	24	26	27	27	33	39	29	31	33	34	35	33	27
TRAININGPACKAGE_GROOM	16	20	16	20	20	24	24	24	24	24	20	24	24	24	24	24	16	24	24	24	24	24	24	24	16	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	24	24	20	16	16	20	20	20	29	24	20	24	24	24	24	20	20
TRAININGPACKAGE_INVENTOR	31	31	31	31	30	29	29	29	29	28	29	29	29	29	28	29	29	29	29	29	29	29	29	29	30	30	30	30	30	30	30	29	30	30	30	30	30	30	31	29	29	29	30	31	31	28	31	30	29	29	30	29	29	29	29	30	30
TRAININGPACKAGE_JESTER	27	24	24	24	27	29	24	27	29	29	29	29	27	37	29	29	29	37	27	29	29	29	29	29	29	27	24	24	24	27	29	21	24	24	27	24	24	21	21	29	29	24	27	27	24	29	27	24	29	29	32	29	29	29	32	29	27
TRAININGPACKAGE_LABORER	11	16	13	13	15	16	28	28	28	27	28	27	28	25	28	23	20	21	25	25	25	23	29	29	15	15	15	17	15	17	17	18	17	15	15	17	17	17	13	25	28	28	15	11	13	16	13	15	27	22	17	29	27	28	28	15	13
TRAININGPACKAGE_MAGIC_CRAFTER	47	43	41	45	34	28	28	28	28	27	28	27	27	27	27	28	28	28	28	28	28	28	27	27	33	34	33	32	32	31	31	32	32	32	34	33	32	32	45	28	28	28	33	49	43	37	41	32	28	28	31	28	28	28	28	34	37
TRAININGPACKAGE_POLITICAL	34	33	33	37	33	45	31	44	45	39	45	43	35	43	41	41	38	44	39	41	43	43	43	43	35	39	34	38	39	31	37	27	26	39	37	36	31	34	34	40	42	33	38	37	31	30	32	39	42	41	39	43	45	45	46	41	32
TRAININGPACKAGE_PROPHET	42	38	40	42	35	30	27	29	30	28	30	28	27	28	28	28	27	28	28	30	30	30	26	26	33	36	33	32	32	30	30	31	29	31	29	26	31	32	42	28	28	27	33	41	39	39	40	32	31	31	31	29	29	33	34	37	42
TRAININGPACKAGE_ROMANTIC	23	21	21	24	23	24	16	22	24	24	24	24	21	24	24	24	26	24	22	24	24	24	26	26	24	24	20	24	26	21	24	16	18	24	24	23	23	19	19	24	24	16	24	26	24	23	21	26	23	24	27	26	24	24	27	24	23
TRAININGPACKAGE_SERVITOR	25	25	25	25	25	25	22	24	25	25	25	25	24	25	25	25	25	25	24	25	25	25	25	25	25	24	24	25	25	25	25	22	24	25	25	25	25	24	24	25	25	22	24	25	25	25	25	25	25	25	27	25	25	25	27	25	25
TRAININGPACKAGE_SIEGE_ENGINEER	31	33	33	36	33	43	42	43	43	42	43	43	42	35	43	38	38	38	39	38	38	37	43	43	34	33	34	37	37	33	34	33	33	39	36	34	33	34	33	37	42	42	33	32	32	33	32	37	43	39	36	43	43	43	43	33	32
TRAININGPACKAGE_TROUBADOUR	34	34	34	34	31	32	24	31	32	28	31	32	26	32	32	31	29	31	31	32	32	32	32	32	33	33	33	34	34	31	34	23	26	34	34	34	31	32	32	28	28	24	33	37	30	27	31	34	34	32	35	32	32	34	35	34	31
TRAININGPACKAGE_VIZIER	39	35	37	39	33	28	25	27	28	27	28	27	27	27	27	27	25	27	25	28	28	28	25	25	32	33	31	30	30	29	29	29	28	30	29	27	29	30	39	25	27	25	30	39	37	36	38	30	28	31	30	27	28	28	29	35	39
TRAININGPACKAGE_CONJUROR	51	49	46	49	39	29	29	29	29	28	29	28	28	28	28	29	29	29	28	29	29	29	28	28	35	35	35	35	35	34	34	31	35	35	36	37	35	35	50	27	28	29	35	52	49	39	45	35	28	27	34	27	26	29	29	35	40
TRAININGPACKAGE_FAMULUS	40	35	34	40	28	23	23	23	23	17	23	17	17	17	17	23	23	23	23	23	23	23	17	17	29	31	29	27	27	23	23	21	27	27	23	21	27	27	40	19	23	23	28	40	34	28	34	27	19	23	23	19	19	23	23	31	33
TRAININGPACKAGE_MANIPULATOR	49	45	43	46	37	30	27	28	30	30	30	30	29	28	30	30	30	30	28	30	30	30	30	30	35	33	33	35	35	35	35	31	33	35	36	37	35	34	46	30	30	27	33	50	45	36	43	35	30	30	37	30	30	30	33	35	37
TRAININGPACKAGE_NECROMANCER	64	62	58	61	52	41	41	41	41	40	41	38	38	35	37	39	39	39	39	39	39	39	41	41	51	51	51	51	51	50	50	50	51	51	49	50	51	51	61	38	41	41	51	66	62	54	59	51	37	39	50	40	39	41	41	51	53
TRAININGPACKAGE_RUNEMASTER	65	62	59	62	52	40	40	40	40	35	40	33	33	33	33	38	38	38	38	38	38	38	37	37	51	52	51	50	50	49	49	48	50	50	49	48	50	50	62	35	40	40	51	66	62	55	59	50	35	38	49	39	37	40	40	52	54
TRAININGPACKAGE_WARLOCK	62	60	56	58	48	30	32	32	32	32	33	30	30	30	30	30	30	30	31	29	29	29	33	33	48	49	48	46	46	45	45	46	46	46	46	46	46	47	59	29	32	33	47	64	61	53	57	46	29	30	45	33	31	32	31	49	50
TRAININGPACKAGE_MENEUMERAKKINîM	35	29	31	38	37	50	50	49	51	50	50	51	51	47	50	49	49	46	49	49	50	47	49	49	38	46	35	43	42	36	41	41	33	42	45	43	33	41	36	48	50	51	45	34	34	34	37	42	51	51	42	50	50	51	51	46	36
TRAININGPACKAGE_BHERSCHEURKûM	36	43	40	50	45	55	60	60	61	62	62	62	62	55	62	57	56	57	58	54	53	52	61	61	46	41	47	53	53	51	51	46	47	53	54	48	51	51	47	55	59	60	43	39	43	51	43	53	60	57	51	61	61	61	59	43	40
TRAININGPACKAGE_GHâRNURGHIR	24	31	28	45	32	50	55	55	56	57	57	57	57	49	57	51	51	51	53	49	47	46	57	57	34	29	36	48	47	46	45	36	36	48	47	39	46	46	39	51	55	55	30	28	30	45	31	47	56	53	46	57	56	56	54	30	28
TRAININGPACKAGE_HOYTHIJ_RâK	34	35	34	36	38	45	49	50	50	50	51	51	50	50	50	48	46	49	48	47	47	47	49	49	37	39	37	41	39	40	41	39	38	40	45	38	37	39	34	45	49	49	39	34	34	39	36	39	50	50	41	49	50	50	49	39	37
TRAININGPACKAGE_HEPHUZâD	38	41	39	41	41	43	48	48	48	48	48	48	48	47	48	46	45	46	47	46	46	46	49	49	41	40	41	43	42	42	42	42	42	43	41	42	42	42	39	46	48	48	40	38	40	41	40	42	48	46	43	49	48	48	48	40	39
TRAININGPACKAGE_SHIELDSMAN	26	28	28	29	29	44	44	44	44	44	44	44	44	40	44	35	35	35	38	39	39	38	44	44	29	28	29	31	31	30	29	30	30	32	30	29	30	30	27	39	44	44	28	27	28	30	26	31	44	36	30	44	44	44	44	28	28
TRAININGPACKAGE_BHOURDIRRIM	33	29	29	35	34	46	39	46	46	45	46	45	44	44	45	38	30	39	41	44	45	45	42	42	27	36	30	36	36	33	34	33	28	37	35	32	29	34	34	36	40	40	35	31	28	33	33	36	47	50	35	42	46	49	49	36	33
TRAININGPACKAGE_SOKHUDNERRIM	25	24	24	24	25	27	27	27	27	27	27	27	27	28	27	27	27	28	27	27	27	27	27	27	25	26	25	24	24	25	26	25	25	24	25	24	24	24	24	27	27	27	26	25	24	27	25	24	27	27	26	27	27	27	27	26	25
TRAININGPACKAGE_DëRNAKWMüN	53	51	50	52	47	33	33	33	33	32	33	32	32	29	32	31	31	31	31	31	31	31	32	32	37	37	37	37	37	34	34	33	35	37	36	35	35	35	47	30	33	33	35	49	46	38	43	37	32	31	34	32	32	33	33	37	39
TRAININGPACKAGE_CLOAKER_OF_CLANS	58	56	55	57	53	41	36	41	41	37	41	39	37	40	36	39	35	40	40	40	41	41	38	38	41	47	43	41	41	37	40	41	39	41	42	41	39	41	51	41	40	38	45	53	50	45	49	41	41	39	40	39	40	45	45	47	46
TRAININGPACKAGE_PATH_FINDER	35	35	33	44	42	55	53	55	55	54	55	55	54	53	54	53	50	53	54	53	54	53	54	54	38	49	41	47	46	41	45	45	39	46	46	45	39	45	40	53	55	54	48	32	33	41	41	46	56	54	46	54	55	55	56	49	40
TRAININGPACKAGE_CLERIHEW	57	55	54	56	52	32	29	31	32	31	32	31	28	31	30	32	32	32	31	32	32	32	30	30	41	41	40	39	39	37	37	35	38	39	38	38	39	36	49	32	32	29	39	51	49	43	47	39	31	31	38	31	31	32	33	42	45
TRAININGPACKAGE_COLLECTOR	53	50	51	53	44	33	33	33	33	27	33	27	27	27	27	33	33	33	33	33	33	33	27	27	46	48	46	40	40	33	33	35	40	40	33	29	40	40	53	31	33	33	44	53	51	47	51	40	31	33	33	31	31	33	33	48	51
TRAININGPACKAGE_SCHOLAR	28	27	26	28	24	21	23	23	24	23	24	23	23	23	23	24	24	24	22	22	22	22	22	22	24	23	23	24	24	22	22	18	23	24	25	22	24	24	28	19	23	23	23	28	26	21	25	24	21	23	23	22	21	24	23	24	24
TRAININGPACKAGE_TABULA_RASA	33	34	34	35	33	41	34	38	41	37	41	41	37	38	40	39	38	39	39	38	38	37	39	39	34	37	34	38	38	34	37	32	30	39	37	33	33	37	34	33	34	34	37	34	30	29	32	38	43	40	38	39	41	43	43	36	32
TRAININGPACKAGE_INVENTOR_GOBLIN	42	39	40	43	42	48	48	47	49	48	48	49	49	47	48	48	49	46	48	48	49	46	49	49	45	48	42	45	45	40	45	45	40	45	46	45	41	45	42	48	49	49	47	43	43	39	42	45	48	48	45	49	49	49	49	47	42
TRAININGPACKAGE_MINER	39	30	34	39	39	52	51	50	51	49	50	51	49	50	49	51	49	49	51	51	52	50	51	51	40	51	39	44	44	37	44	47	35	44	48	43	35	44	39	51	51	52	46	35	35	38	37	44	51	52	44	51	51	52	52	51	39
TRAININGPACKAGE_TUSKERER	27	37	33	42	38	60	62	62	62	62	61	62	62	58	62	53	51	53	56	56	56	56	62	62	39	37	41	47	46	46	45	46	45	47	45	41	46	46	33	58	62	62	37	30	34	44	31	46	62	54	45	62	62	62	62	37	36
TRAININGPACKAGE_SKULKER	25	23	22	28	27	38	37	43	42	41	43	41	40	39	41	34	27	35	37	39	39	39	39	39	22	29	25	30	29	27	28	28	25	30	28	27	25	28	27	34	38	37	28	23	23	28	27	29	44	46	29	39	42	45	45	29	27
TRAININGPACKAGE_CROAKER	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
TRAININGPACKAGE_SHIRRIFF	19	21	20	27	24	35	38	39	39	39	39	39	39	32	39	32	32	32	35	34	34	32	40	40	24	24	24	29	29	24	26	25	24	30	27	25	24	25	22	32	39	38	24	21	23	25	21	29	39	37	28	40	39	39	39	24	22
TRAININGPACKAGE_FINDER	30	18	20	30	30	49	36	48	48	43	49	46	43	49	43	45	40	48	45	46	49	48	46	46	27	46	28	31	32	24	33	31	21	31	35	32	21	31	29	46	47	41	42	28	24	29	29	32	46	49	33	46	48	48	49	45	30
TRAININGPACKAGE_HEWER	40	47	45	52	47	61	64	64	65	65	65	65	65	60	65	59	58	58	61	59	58	57	65	65	49	46	50	54	54	54	53	51	50	54	54	50	54	54	49	60	64	64	47	45	46	53	45	54	64	59	53	65	65	65	64	47	45
TRAININGPACKAGE_PILLAGER	28	27	26	31	30	42	41	46	45	45	46	45	44	43	45	38	32	39	41	43	43	43	43	43	24	32	27	32	32	30	31	31	27	32	31	30	27	31	29	38	42	41	31	26	25	32	30	32	46	48	32	43	45	47	47	32	29
TRAININGPACKAGE_BOARSADDLER	31	40	36	43	41	58	61	61	61	61	61	61	61	57	61	54	52	53	56	55	56	54	61	61	41	39	43	48	47	46	45	47	45	48	47	43	46	46	35	57	61	61	39	33	37	45	34	47	61	54	46	61	61	61	61	39	38
TRAININGPACKAGE_BRELISSKER	33	42	38	45	43	58	60	60	60	60	59	60	60	58	60	54	52	54	56	57	57	56	60	60	43	41	45	47	47	47	46	47	47	47	46	45	47	47	38	57	60	60	41	36	39	47	37	47	61	54	47	60	60	60	60	41	41
TRAININGPACKAGE_BRELISS_ARCHER	17	24	22	27	26	46	48	48	48	48	48	48	48	44	48	39	36	39	43	43	43	41	48	48	26	24	27	31	30	28	27	28	28	31	28	27	28	28	22	43	48	48	24	19	23	28	21	30	49	40	29	48	48	48	48	24	23
TRAININGPACKAGE_SNEAK_KNIFE	41	31	36	45	45	57	57	57	58	56	57	57	56	55	56	56	54	55	57	56	57	55	58	58	45	54	45	49	49	42	48	50	40	49	51	47	40	48	43	56	57	58	49	35	38	42	40	49	58	56	49	58	58	58	59	54	43
TRAININGPACKAGE_SHAGUK_SH_RMAUK_ëND	31	39	35	49	39	57	60	60	61	62	62	62	62	55	62	55	54	55	57	54	53	53	61	61	43	36	45	52	51	50	49	45	45	52	50	46	50	50	45	56	60	60	38	35	38	49	37	51	61	56	50	61	61	61	60	38	35
TRAININGPACKAGE_SHAGUK_STâZ_PARGUN	31	41	35	50	42	57	59	59	60	60	60	60	60	55	60	55	53	55	57	55	54	53	61	61	42	39	46	52	51	51	50	46	46	52	49	47	51	51	47	56	59	59	41	35	37	50	40	51	62	56	50	61	60	60	59	41	38
TRAININGPACKAGE_SHAGUK_SPîLLAK	58	57	56	57	51	32	36	37	36	37	37	36	36	33	36	33	32	33	35	33	33	32	36	37	43	45	46	41	41	37	37	41	41	42	41	44	41	44	50	33	37	37	43	52	50	45	48	41	35	33	37	35	35	37	37	45	39
TRAININGPACKAGE_SHAGUK_ZHUN_KLEFTäK	59	58	57	59	52	34	34	34	34	33	34	32	32	30	32	32	32	32	34	32	32	31	32	32	45	47	47	43	43	38	37	40	43	45	43	45	43	45	53	30	34	35	45	54	51	45	50	44	32	32	38	31	32	34	34	47	42
TRAININGPACKAGE_SHAGUK_KUN_TORâMIM	54	53	50	53	46	41	41	41	41	40	41	40	40	35	39	39	39	39	40	39	39	39	39	39	44	43	44	45	45	43	43	41	44	45	43	45	44	44	54	38	41	41	43	55	53	46	51	45	39	39	43	38	39	41	41	43	47
TRAININGPACKAGE_SHAGUK_RU_KLEFTäK_SHER	52	51	48	55	45	43	49	49	51	51	51	51	51	45	50	49	48	49	50	47	45	45	51	51	44	41	45	49	49	49	48	42	44	49	46	46	49	49	55	47	49	49	41	54	51	51	50	49	51	49	48	51	51	51	49	42	45
TRAININGPACKAGE_BLIND_FIGHTER	46	48	47	36	46	52	55	56	57	57	57	57	57	56	57	54	53	54	55	52	52	52	57	57	49	49	50	42	41	51	50	46	45	42	50	46	39	39	33	52	55	55	49	39	45	50	34	41	58	55	51	57	57	60	59	52	51
TRAININGPACKAGE_PROWLDARK	56	55	51	55	49	49	51	53	53	52	53	52	52	50	52	49	46	49	50	50	50	50	52	52	45	47	46	49	48	47	48	48	46	49	50	50	46	48	54	49	52	51	47	57	54	51	52	48	53	52	48	52	53	54	54	47	48
TRAININGPACKAGE_ARMS_INSTRUCTOR	26	32	29	44	36	56	58	58	59	59	59	59	59	54	59	50	50	50	53	53	53	52	60	60	37	32	35	48	48	44	46	41	37	48	46	40	46	45	39	55	58	58	32	29	32	44	28	48	59	52	47	60	59	59	58	33	33
